DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
VILLAVERDE;14.0;21.0;6.0;32.0;16.0;22.0;26.0;33.0;20.0;5.0;4.0;495.0;2.0;226.0;174.0;3.0;15.0;2022;marzo
VILLA DE VALLECAS;11.0;18.0;2.0;11.0;37.0;19.0;23.0;22.0;17.0;0.0;0.0;11.0;0.0;208.0;304.0;0.0;1.0;2022;marzo
VICÁLVARO;19.0;5.0;1.0;0.0;0.0;6.0;16.0;12.0;9.0;0.0;0.0;0.0;0.0;60.0;61.0;2.0;0.0;2022;marzo
SAN BLAS - CANILLEJAS;22.0;23.0;0.0;7.0;1.0;24.0;39.0;58.0;26.0;2.0;0.0;7.0;1.0;138.0;151.0;9.0;39.0;2022;marzo
BARAJAS;3.0;11.0;0.0;3.0;0.0;6.0;11.0;19.0;6.0;0.0;0.0;9.0;0.0;89.0;153.0;0.0;52.0;2022;marzo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;marzo
OTRAS UNIDADES;;;;;;;;;11.0;;;;;;;;;2022;marzo
CENTRO;48.0;103.0;3.0;170.0;42.0;176.0;46.0;64.0;44.0;82.0;90.0;628.0;3.0;465.0;1206.0;68.0;0.0;2022;abril
ARGANZUELA;9.0;14.0;0.0;7.0;1.0;20.0;31.0;41.0;18.0;11.0;5.0;13.0;0.0;188.0;234.0;0.0;2.0;2022;abril
RETIRO;8.0;7.0;0.0;9.0;1.0;11.0;38.0;33.0;8.0;12.0;48.0;19.0;2.0;194.0;218.0;1.0;5.0;2022;abril
SALAMANCA;11.0;34.0;2.0;12.0;2.0;45.0;57.0;49.0;19.0;2.0;1.0;8.0;0.0;372.0;609.0;0.0;2.0;2022;abril
CHAMARTÍN;12.0;8.0;4.0;34.0;11.0;32.0;68.0;66.0;11.0;16.0;12.0;55.0;4.0;219.0;275.0;0.0;1.0;2022;abril
TETUÁN;40.0;26.0;1.0;25.0;0.0;62.0;36.0;44.0;13.0;7.0;12.0;41.0;0.0;99.0;200.0;7.0;19.0;2022;abril
CHAMBERÍ;13.0;17.0;0.0;42.0;2.0;21.0;47.0;42.0;19.0;2.0;1.0;67.0;13.0;257.0;345.0;6.0;2.0;2022;abril
FUENCARRAL - EL PARDO;2.0;7.0;2.0;25.0;0.0;21.0;31.0;50.0;28.0;3.0;0.0;11.0;0.0;241.0;299.0;1.0;13.0;2022;abril
MONCLOA - ARAVACA;21.0;17.0;1.0;7.0;1.0;21.0;44.0;62.0;12.0;0.0;1.0;115.0;5.0;158.0;239.0;0.0;3.0;2022;abril
LATINA;20.0;24.0;1.0;39.0;5.0;35.0;37.0;43.0;20.0;4.0;71.0;349.0;4.0;225.0;288.0;0.0;7.0;2022;abril
CARABANCHEL;53.0;40.0;2.0;15.0;2.0;41.0;50.0;57.0;29.0;10.0;16.0;489.0;3.0;77.0;124.0;3.0;33.0;2022;abril
USERA;25.0;25.0;3.0;20.0;5.0;30.0;22.0;36.0;25.0;7.0;96.0;409.0;2.0;209.0;357.0;0.0;0.0;2022;abril
PUENTE DE VALLECAS;52.0;27.0;8.0;44.0;3.0;90.0;39.0;81.0;42.0;26.0;1.0;158.0;1.0;258.0;163.0;1.0;67.0;2022;abril
MORATALAZ;7.0;12.0;0.0;7.0;1.0;10.0;25.0;14.0;12.0;0.0;0.0;12.0;0.0;44.0;29.0;0.0;4.0;2022;abril
CIUDAD LINEAL;33.0;19.0;3.0;36.0;0.0;45.0;44.0;64.0;21.0;0.0;7.0;41.0;1.0;72.0;102.0;0.0;0.0;2022;abril
HORTALEZA;3.0;14.0;4.0;35.0;3.0;15.0;20.0;39.0;22.0;3.0;2.0;47.0;1.0;173.0;234.0;0.0;0.0;2022;abril
VILLAVERDE;15.0;10.0;1.0;12.0;2.0;25.0;15.0;33.0;13.0;12.0;8.0;503.0;0.0;101.0;139.0;0.0;33.0;2022;abril
VILLA DE VALLECAS;21.0;17.0;1.0;13.0;19.0;21.0;18.0;22.0;10.0;2.0;0.0;15.0;0.0;61.0;98.0;0.0;1.0;2022;abril
VICÁLVARO;12.0;6.0;1.0;0.0;1.0;7.0;14.0;12.0;10.0;0.0;0.0;19.0;0.0;38.0;38.0;1.0;11.0;2022;abril
SAN BLAS - CANILLEJAS;17.0;15.0;0.0;12.0;0.0;22.0;32.0;39.0;11.0;1.0;21.0;8.0;0.0;90.0;132.0;6.0;28.0;2022;abril
BARAJAS;10.0;6.0;0.0;3.0;0.0;9.0;6.0;23.0;4.0;2.0;0.0;5.0;0.0;46.0;65.0;0.0;33.0;2022;abril
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;abril
OTRAS UNIDADES;;;;;;;;;2.0;;;;;;;;;2022;abril
CENTRO;59.0;173.0;4.0;189.0;32.0;217.0;56.0;56.0;97.0;153.0;169.0;555.0;1.0;466.0;916.0;75.0;8.0;2022;mayo
ARGANZUELA;10.0;17.0;0.0;20.0;0.0;38.0;38.0;52.0;28.0;6.0;5.0;40.0;0.0;183.0;161.0;0.0;4.0;2022;mayo
RETIRO;6.0;10.0;1.0;5.0;1.0;14.0;38.0;45.0;21.0;22.0;37.0;22.0;3.0;34.0;86.0;4.0;3.0;2022;mayo
SALAMANCA;14.0;46.0;3.0;23.0;3.0;77.0;70.0;71.0;45.0;4.0;4.0;9.0;0.0;299.0;499.0;0.0;0.0;2022;mayo
CHAMARTÍN;11.0;19.0;0.0;19.0;9.0;22.0;79.0;77.0;17.0;17.0;31.0;36.0;3.0;152.0;281.0;0.0;1.0;2022;mayo
TETUÁN;28.0;31.0;3.0;32.0;5.0;81.0;39.0;32.0;41.0;9.0;11.0;42.0;3.0;86.0;212.0;1.0;14.0;2022;mayo
CHAMBERÍ;16.0;14.0;2.0;32.0;2.0;24.0;60.0;47.0;25.0;2.0;3.0;38.0;0.0;410.0;379.0;4.0;6.0;2022;mayo
FUENCARRAL - EL PARDO;7.0;5.0;5.0;60.0;12.0;17.0;53.0;44.0;28.0;1.0;3.0;31.0;2.0;148.0;195.0;1.0;101.0;2022;mayo
MONCLOA - ARAVACA;24.0;19.0;0.0;14.0;1.0;21.0;45.0;56.0;20.0;5.0;4.0;20.0;0.0;105.0;131.0;0.0;3.0;2022;mayo
LATINA;30.0;21.0;6.0;77.0;17.0;56.0;47.0;44.0;51.0;16.0;63.0;226.0;0.0;59.0;79.0;0.0;5.0;2022;mayo
CARABANCHEL;52.0;36.0;39.0;205.0;58.0;48.0;45.0;55.0;51.0;53.0;45.0;272.0;0.0;56.0;68.0;1.0;17.0;2022;mayo
USERA;44.0;12.0;3.0;6.0;2.0;39.0;29.0;47.0;35.0;1.0;14.0;76.0;1.0;50.0;134.0;3.0;1.0;2022;mayo
PUENTE DE VALLECAS;65.0;29.0;8.0;55.0;6.0;111.0;64.0;81.0;76.0;29.0;2.0;108.0;0.0;79.0;137.0;1.0;31.0;2022;mayo
MORATALAZ;12.0;11.0;0.0;3.0;2.0;6.0;24.0;29.0;10.0;5.0;0.0;34.0;1.0;11.0;16.0;1.0;7.0;2022;mayo
CIUDAD LINEAL;35.0;17.0;5.0;25.0;3.0;40.0;52.0;74.0;35.0;0.0;12.0;115.0;1.0;42.0;76.0;0.0;0.0;2022;mayo
HORTALEZA;5.0;9.0;1.0;71.0;8.0;21.0;43.0;41.0;14.0;0.0;0.0;71.0;2.0;71.0;92.0;1.0;1.0;2022;mayo
VILLAVERDE;26.0;24.0;3.0;28.0;7.0;39.0;18.0;34.0;16.0;10.0;10.0;95.0;0.0;83.0;96.0;4.0;38.0;2022;mayo
VILLA DE VALLECAS;28.0;13.0;2.0;6.0;4.0;19.0;26.0;23.0;14.0;6.0;6.0;30.0;0.0;124.0;185.0;0.0;0.0;2022;mayo
VICÁLVARO;13.0;11.0;0.0;0.0;0.0;6.0;18.0;12.0;6.0;0.0;0.0;2.0;0.0;42.0;74.0;22.0;5.0;2022;mayo
SAN BLAS - CANILLEJAS;32.0;20.0;1.0;19.0;3.0;31.0;45.0;63.0;35.0;5.0;25.0;48.0;10.0;63.0;105.0;8.0;42.0;2022;mayo
BARAJAS;9.0;14.0;1.0;1.0;0.0;11.0;12.0;28.0;3.0;1.0;3.0;4.0;0.0;42.0;42.0;2.0;46.0;2022;mayo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;mayo
OTRAS UNIDADES;;;;;;;;;11.0;;;;;;;;;2022;mayo
CENTRO;56.0;144.0;5.0;110.0;23.0;216.0;54.0;48.0;64.0;85.0;60.0;775.0;5.0;366.0;935.0;38.0;7.0;2022;junio
ARGANZUELA;14.0;24.0;0.0;18.0;4.0;32.0;32.0;49.0;22.0;5.0;10.0;23.0;0.0;165.0;173.0;0.0;29.0;2022;junio
RETIRO;8.0;10.0;0.0;5.0;0.0;12.0;50.0;38.0;34.0;9.0;18.0;25.0;12.0;32.0;76.0;6.0;7.0;2022;junio
SALAMANCA;11.0;41.0;4.0;20.0;1.0;60.0;80.0;68.0;16.0;0.0;2.0;30.0;1.0;251.0;553.0;2.0;0.0;2022;junio
CHAMARTÍN;29.0;11.0;1.0;7.0;0.0;28.0;59.0;60.0;15.0;13.0;1.0;40.0;6.0;101.0;214.0;0.0;4.0;2022;junio
TETUÁN;16.0;17.0;2.0;30.0;0.0;45.0;47.0;44.0;34.0;4.0;10.0;22.0;0.0;173.0;396.0;1.0;8.0;2022;junio
CHAMBERÍ;11.0;14.0;2.0;12.0;3.0;16.0;43.0;37.0;12.0;0.0;0.0;52.0;0.0;153.0;212.0;3.0;7.0;2022;junio
FUENCARRAL - EL PARDO;9.0;7.0;1.0;21.0;1.0;21.0;57.0;56.0;30.0;0.0;4.0;34.0;3.0;44.0;83.0;2.0;15.0;2022;junio
MONCLOA - ARAVACA;19.0;28.0;0.0;12.0;1.0;19.0;38.0;47.0;21.0;1.0;4.0;25.0;3.0;57.0;85.0;0.0;1.0;2022;junio
LATINA;24.0;12.0;2.0;62.0;1.0;38.0;31.0;43.0;30.0;5.0;57.0;89.0;1.0;33.0;69.0;1.0;1.0;2022;junio
CARABANCHEL;36.0;61.0;0.0;5.0;3.0;46.0;53.0;73.0;69.0;2.0;22.0;307.0;2.0;104.0;201.0;15.0;12.0;2022;junio
USERA;15.0;13.0;0.0;4.0;2.0;21.0;26.0;43.0;27.0;5.0;5.0;369.0;1.0;58.0;157.0;0.0;0.0;2022;junio
PUENTE DE VALLECAS;35.0;27.0;10.0;52.0;10.0;80.0;46.0;88.0;62.0;18.0;23.0;93.0;0.0;81.0;174.0;1.0;8.0;2022;junio
MORATALAZ;10.0;3.0;1.0;3.0;1.0;7.0;25.0;19.0;9.0;0.0;0.0;12.0;2.0;8.0;0.0;3.0;8.0;2022;junio
CIUDAD LINEAL;39.0;8.0;2.0;45.0;1.0;35.0;53.0;55.0;34.0;6.0;10.0;52.0;0.0;133.0;173.0;0.0;2.0;2022;junio
HORTALEZA;1.0;10.0;0.0;43.0;7.0;16.0;24.0;45.0;15.0;2.0;3.0;47.0;0.0;24.0;35.0;2.0;1.0;2022;junio
VILLAVERDE;42.0;14.0;2.0;25.0;7.0;45.0;34.0;35.0;34.0;7.0;5.0;266.0;0.0;65.0;44.0;3.0;18.0;2022;junio
VILLA DE VALLECAS;25.0;19.0;0.0;2.0;3.0;16.0;23.0;27.0;21.0;0.0;2.0;37.0;0.0;111.0;197.0;0.0;0.0;2022;junio
VICÁLVARO;22.0;10.0;0.0;0.0;0.0;12.0;15.0;27.0;6.0;0.0;0.0;7.0;0.0;67.0;105.0;9.0;2.0;2022;junio
SAN BLAS - CANILLEJAS;31.0;23.0;3.0;13.0;5.0;34.0;43.0;45.0;16.0;4.0;34.0;14.0;0.0;49.0;104.0;6.0;27.0;2022;junio
BARAJAS;14.0;8.0;0.0;5.0;0.0;6.0;14.0;16.0;8.0;1.0;3.0;18.0;0.0;32.0;59.0;9.0;31.0;2022;junio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;junio
OTRAS UNIDADES;;;;;;;;;13.0;;;;;;;;;2022;junio
CENTRO;66.0;119.0;3.0;188.0;33.0;196.0;58.0;59.0;65.0;73.0;160.0;633.0;1.0;292.0;750.0;9.0;1.0;2022;julio
ARGANZUELA;10.0;15.0;0.0;2.0;2.0;9.0;30.0;31.0;13.0;2.0;6.0;12.0;0.0;92.0;115.0;0.0;0.0;2022;julio
RETIRO;3.0;5.0;0.0;3.0;2.0;18.0;48.0;33.0;14.0;13.0;50.0;24.0;3.0;12.0;35.0;0.0;0.0;2022;julio
SALAMANCA;12.0;32.0;0.0;17.0;2.0;39.0;60.0;69.0;22.0;0.0;7.0;2.0;1.0;166.0;301.0;0.0;0.0;2022;julio
CHAMARTÍN;20.0;12.0;0.0;6.0;0.0;14.0;58.0;50.0;17.0;5.0;0.0;28.0;3.0;27.0;87.0;3.0;0.0;2022;julio
TETUÁN;7.0;18.0;2.0;23.0;3.0;35.0;35.0;36.0;19.0;3.0;17.0;11.0;0.0;196.0;403.0;1.0;2.0;2022;julio
CHAMBERÍ;20.0;10.0;1.0;13.0;1.0;18.0;35.0;45.0;14.0;0.0;0.0;16.0;4.0;52.0;84.0;1.0;0.0;2022;julio
FUENCARRAL - EL PARDO;8.0;6.0;3.0;9.0;4.0;23.0;37.0;44.0;23.0;0.0;4.0;14.0;0.0;48.0;70.0;2.0;8.0;2022;julio
MONCLOA - ARAVACA;22.0;9.0;1.0;8.0;0.0;19.0;29.0;37.0;25.0;1.0;7.0;1.0;0.0;38.0;54.0;0.0;0.0;2022;julio
LATINA;25.0;12.0;0.0;19.0;3.0;38.0;36.0;46.0;47.0;3.0;16.0;75.0;0.0;37.0;91.0;1.0;0.0;2022;julio
CARABANCHEL;50.0;38.0;1.0;7.0;2.0;41.0;53.0;46.0;63.0;2.0;15.0;188.0;0.0;45.0;71.0;0.0;2.0;2022;julio
USERA;16.0;13.0;0.0;6.0;1.0;29.0;17.0;37.0;28.0;13.0;20.0;147.0;0.0;18.0;56.0;0.0;0.0;2022;julio
PUENTE DE VALLECAS;59.0;27.0;5.0;34.0;2.0;84.0;48.0;50.0;56.0;17.0;12.0;155.0;2.0;34.0;98.0;0.0;0.0;2022;julio
MORATALAZ;11.0;8.0;3.0;5.0;0.0;7.0;29.0;18.0;13.0;0.0;3.0;31.0;0.0;4.0;4.0;0.0;0.0;2022;julio
CIUDAD LINEAL;22.0;21.0;3.0;26.0;0.0;49.0;53.0;63.0;37.0;0.0;2.0;113.0;1.0;67.0;85.0;0.0;0.0;2022;julio
HORTALEZA;3.0;15.0;3.0;52.0;0.0;27.0;19.0;29.0;15.0;0.0;3.0;93.0;0.0;12.0;24.0;0.0;0.0;2022;julio
VILLAVERDE;24.0;28.0;1.0;5.0;4.0;20.0;19.0;24.0;18.0;4.0;5.0;198.0;0.0;28.0;33.0;0.0;14.0;2022;julio
VILLA DE VALLECAS;17.0;10.0;0.0;5.0;4.0;15.0;23.0;23.0;16.0;2.0;4.0;21.0;0.0;29.0;59.0;1.0;1.0;2022;julio
VICÁLVARO;17.0;6.0;0.0;0.0;1.0;11.0;8.0;10.0;21.0;0.0;0.0;10.0;0.0;14.0;33.0;12.0;0.0;2022;julio
SAN BLAS - CANILLEJAS;35.0;20.0;1.0;13.0;1.0;31.0;43.0;32.0;32.0;1.0;0.0;30.0;1.0;60.0;143.0;2.0;9.0;2022;julio
BARAJAS;6.0;11.0;0.0;2.0;0.0;6.0;11.0;22.0;3.0;0.0;0.0;7.0;0.0;14.0;23.0;0.0;0.0;2022;julio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022;julio
OTRAS UNIDADES;;;;;;;;;2.0;;;;;;;;;2022;julio
CENTRO;45.0;118.0;6.0;106.0;22.0;167.0;44.0;26.0;52.0;36.0;541.0;317.0;1.0;232.0;471.0;18.0;0.0;2022;agosto
