DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
CIUDAD LINEAL;17.0;10.0;1.0;52.0;1.0;57.0;50.0;59.0;28.0;1.0;14.0;29.0;0.0;49.0;69.0;0.0;0.0;2022;octubre
HORTALEZA;3.0;4.0;9.0;47.0;1.0;11.0;32.0;44.0;15.0;0.0;0.0;92.0;0.0;46.0;63.0;3.0;0.0;2022;octubre
VILLAVERDE;6.0;25.0;0.0;16.0;3.0;18.0;20.0;36.0;19.0;17.0;15.0;213.0;0.0;147.0;214.0;1.0;32.0;2022;octubre
VILLA DE VALLECAS;6.0;5.0;2.0;7.0;45.0;12.0;25.0;27.0;21.0;1.0;5.0;17.0;1.0;38.0;90.0;0.0;0.0;2022;octubre
VICÁLVARO;1.0;1.0;0.0;8.0;0.0;8.0;14.0;12.0;12.0;0.0;0.0;5.0;0.0;45.0;58.0;8.0;9.0;2022;octubre
SAN BLAS - CANILLEJAS;10.0;11.0;3.0;21.0;2.0;22.0;48.0;56.0;23.0;3.0;20.0;25.0;0.0;163.0;260.0;3.0;35.0;2022;octubre
BARAJAS;5.0;6.0;4.0;6.0;0.0;9.0;14.0;19.0;8.0;0.0;2.0;11.0;0.0;34.0;34.0;0.0;38.0;2022;octubre
CENTRO;31.0;91.0;64.0;192.0;51.0;166.0;55.0;54.0;61.0;454.0;29.0;1225.0;2.0;552.0;1083.0;19.0;2.0;2022;noviembre
ARGANZUELA;1.0;2.0;1.0;6.0;2.0;13.0;35.0;45.0;12.0;2.0;5.0;3.0;0.0;91.0;164.0;2.0;13.0;2022;noviembre
RETIRO;3.0;1.0;1.0;3.0;1.0;8.0;49.0;58.0;6.0;6.0;1.0;0.0;0.0;34.0;75.0;0.0;11.0;2022;noviembre
SALAMANCA;6.0;29.0;3.0;19.0;2.0;55.0;72.0;66.0;21.0;4.0;1.0;24.0;0.0;179.0;402.0;0.0;0.0;2022;noviembre
CHAMARTÍN;3.0;1.0;1.0;19.0;4.0;23.0;65.0;84.0;17.0;29.0;0.0;56.0;2.0;142.0;204.0;0.0;3.0;2022;noviembre
TETUÁN;6.0;5.0;3.0;4.0;0.0;28.0;39.0;43.0;14.0;8.0;8.0;5.0;0.0;194.0;388.0;0.0;6.0;2022;noviembre
CHAMBERÍ;4.0;7.0;1.0;38.0;1.0;12.0;60.0;41.0;20.0;0.0;0.0;18.0;0.0;147.0;325.0;0.0;5.0;2022;noviembre
FUENCARRAL - EL PARDO;3.0;5.0;3.0;39.0;1.0;24.0;49.0;52.0;31.0;0.0;3.0;18.0;0.0;37.0;60.0;1.0;13.0;2022;noviembre
MONCLOA - ARAVACA;2.0;8.0;1.0;3.0;4.0;22.0;44.0;73.0;15.0;0.0;1.0;22.0;0.0;47.0;64.0;0.0;0.0;2022;noviembre
LATINA;5.0;13.0;6.0;27.0;1.0;41.0;50.0;41.0;37.0;7.0;42.0;115.0;0.0;42.0;101.0;3.0;14.0;2022;noviembre
CARABANCHEL;14.0;13.0;5.0;23.0;6.0;47.0;39.0;59.0;33.0;27.0;22.0;19.0;0.0;58.0;158.0;1.0;18.0;2022;noviembre
USERA;4.0;7.0;2.0;19.0;0.0;19.0;39.0;43.0;13.0;14.0;29.0;92.0;0.0;36.0;111.0;0.0;0.0;2022;noviembre
PUENTE DE VALLECAS;25.0;25.0;9.0;18.0;0.0;65.0;60.0;79.0;40.0;14.0;15.0;72.0;0.0;182.0;165.0;3.0;14.0;2022;noviembre
MORATALAZ;3.0;5.0;0.0;2.0;0.0;7.0;26.0;39.0;3.0;0.0;2.0;11.0;0.0;25.0;36.0;0.0;0.0;2022;noviembre
CIUDAD LINEAL;9.0;18.0;3.0;34.0;2.0;38.0;56.0;44.0;34.0;3.0;10.0;5.0;0.0;34.0;47.0;0.0;0.0;2022;noviembre
HORTALEZA;2.0;11.0;4.0;47.0;6.0;27.0;33.0;47.0;28.0;0.0;0.0;61.0;7.0;16.0;19.0;0.0;0.0;2022;noviembre
VILLAVERDE;23.0;6.0;2.0;14.0;0.0;12.0;22.0;25.0;15.0;5.0;13.0;232.0;0.0;134.0;126.0;0.0;33.0;2022;noviembre
VILLA DE VALLECAS;8.0;6.0;1.0;4.0;59.0;21.0;20.0;26.0;8.0;1.0;5.0;60.0;0.0;34.0;91.0;0.0;0.0;2022;noviembre
VICÁLVARO;2.0;4.0;1.0;4.0;0.0;11.0;17.0;9.0;7.0;1.0;1.0;10.0;0.0;56.0;96.0;0.0;4.0;2022;noviembre
SAN BLAS - CANILLEJAS;7.0;11.0;1.0;10.0;3.0;30.0;48.0;40.0;16.0;7.0;7.0;7.0;0.0;67.0;144.0;3.0;59.0;2022;noviembre
BARAJAS;3.0;3.0;0.0;2.0;0.0;9.0;7.0;28.0;3.0;0.0;0.0;12.0;2.0;12.0;17.0;0.0;39.0;2022;noviembre
CENTRO;31.0;90.0;629.0;255.0;64.0;131.0;54.0;60.0;31.0;398.0;19.0;1709.0;10.0;375.0;899.0;5.0;3.0;2022;diciembre
ARGANZUELA;4.0;7.0;1.0;3.0;0.0;26.0;36.0;48.0;16.0;1.0;9.0;2.0;0.0;59.0;70.0;0.0;1.0;2022;diciembre
RETIRO;2.0;4.0;0.0;6.0;0.0;13.0;37.0;49.0;7.0;9.0;1.0;0.0;0.0;23.0;64.0;1.0;0.0;2022;diciembre
SALAMANCA;4.0;34.0;2.0;12.0;2.0;46.0;60.0;64.0;6.0;16.0;0.0;6.0;0.0;147.0;239.0;1.0;0.0;2022;diciembre
CHAMARTÍN;0.0;4.0;1.0;27.0;8.0;19.0;48.0;76.0;5.0;8.0;1.0;139.0;11.0;232.0;296.0;1.0;0.0;2022;diciembre
TETUÁN;4.0;1.0;1.0;19.0;15.0;21.0;30.0;35.0;21.0;3.0;5.0;11.0;0.0;83.0;208.0;6.0;22.0;2022;diciembre
CHAMBERÍ;3.0;2.0;0.0;37.0;0.0;18.0;51.0;49.0;10.0;1.0;0.0;12.0;0.0;102.0;208.0;0.0;5.0;2022;diciembre
FUENCARRAL - EL PARDO;2.0;2.0;0.0;8.0;0.0;23.0;51.0;73.0;14.0;2.0;1.0;5.0;1.0;25.0;45.0;0.0;2.0;2022;diciembre
MONCLOA - ARAVACA;2.0;5.0;0.0;10.0;1.0;14.0;52.0;73.0;12.0;1.0;1.0;11.0;0.0;54.0;38.0;0.0;0.0;2022;diciembre
LATINA;6.0;8.0;4.0;10.0;3.0;32.0;41.0;45.0;31.0;3.0;13.0;25.0;1.0;38.0;82.0;0.0;9.0;2022;diciembre
CARABANCHEL;2.0;10.0;3.0;15.0;2.0;39.0;47.0;62.0;24.0;4.0;9.0;25.0;0.0;38.0;101.0;0.0;7.0;2022;diciembre
USERA;2.0;4.0;0.0;2.0;0.0;21.0;27.0;45.0;20.0;3.0;1.0;10.0;0.0;25.0;73.0;0.0;0.0;2022;diciembre
PUENTE DE VALLECAS;14.0;18.0;4.0;35.0;2.0;54.0;51.0;94.0;37.0;29.0;1.0;19.0;0.0;53.0;95.0;2.0;8.0;2022;diciembre
MORATALAZ;0.0;3.0;0.0;0.0;0.0;6.0;20.0;24.0;9.0;0.0;0.0;13.0;0.0;13.0;22.0;1.0;2.0;2022;diciembre
CIUDAD LINEAL;18.0;11.0;2.0;38.0;0.0;39.0;65.0;73.0;27.0;1.0;6.0;0.0;0.0;32.0;40.0;1.0;0.0;2022;diciembre
HORTALEZA;1.0;7.0;0.0;26.0;4.0;38.0;33.0;50.0;11.0;0.0;0.0;27.0;0.0;35.0;69.0;1.0;0.0;2022;diciembre
VILLAVERDE;8.0;4.0;2.0;3.0;4.0;31.0;27.0;33.0;11.0;7.0;2.0;6.0;0.0;65.0;87.0;0.0;5.0;2022;diciembre
VILLA DE VALLECAS;6.0;14.0;0.0;3.0;4.0;17.0;32.0;32.0;10.0;0.0;1.0;4.0;0.0;28.0;36.0;0.0;0.0;2022;diciembre
VICÁLVARO;1.0;0.0;1.0;6.0;3.0;3.0;7.0;16.0;5.0;0.0;0.0;10.0;0.0;17.0;29.0;0.0;0.0;2022;diciembre
SAN BLAS - CANILLEJAS;7.0;8.0;1.0;12.0;0.0;29.0;48.0;45.0;16.0;0.0;1.0;1.0;0.0;28.0;61.0;5.0;27.0;2022;diciembre
BARAJAS;1.0;2.0;0.0;3.0;0.0;6.0;5.0;27.0;4.0;0.0;2.0;2.0;0.0;7.0;4.0;0.0;18.0;2022;diciembre
CENTRO;23.0;89.0;21.0;296.0;60.0;147.0;44.0;61.0;55.0;194.0;18.0;853.0;3.0;335.0;844.0;8.0;4.0;2023;enero
ARGANZUELA;2.0;6.0;0.0;5.0;1.0;12.0;38.0;48.0;23.0;3.0;1.0;2.0;8.0;110.0;152.0;0.0;8.0;2023;enero
RETIRO;1.0;6.0;0.0;4.0;1.0;11.0;46.0;39.0;9.0;22.0;3.0;6.0;0.0;13.0;23.0;1.0;0.0;2023;enero
SALAMANCA;9.0;36.0;1.0;26.0;1.0;47.0;55.0;71.0;7.0;2.0;0.0;9.0;6.0;195.0;356.0;0.0;0.0;2023;enero
CHAMARTÍN;7.0;15.0;1.0;29.0;5.0;35.0;53.0;68.0;9.0;28.0;4.0;112.0;1.0;67.0;107.0;3.0;1.0;2023;enero
TETUÁN;17.0;15.0;4.0;10.0;0.0;30.0;43.0;45.0;22.0;15.0;10.0;3.0;0.0;124.0;340.0;2.0;19.0;2023;enero
CHAMBERÍ;5.0;3.0;0.0;36.0;0.0;15.0;41.0;40.0;15.0;0.0;0.0;7.0;0.0;100.0;197.0;3.0;8.0;2023;enero
FUENCARRAL - EL PARDO;4.0;1.0;0.0;14.0;1.0;20.0;45.0;55.0;21.0;1.0;3.0;17.0;0.0;62.0;98.0;5.0;6.0;2023;enero
MONCLOA - ARAVACA;4.0;6.0;0.0;7.0;3.0;11.0;23.0;39.0;20.0;0.0;1.0;4.0;0.0;85.0;119.0;0.0;0.0;2023;enero
LATINA;9.0;5.0;2.0;23.0;3.0;31.0;33.0;48.0;30.0;2.0;17.0;18.0;0.0;77.0;137.0;1.0;12.0;2023;enero
CARABANCHEL;18.0;6.0;1.0;27.0;2.0;48.0;48.0;53.0;40.0;2.0;11.0;11.0;1.0;96.0;206.0;1.0;13.0;2023;enero
USERA;5.0;5.0;0.0;9.0;2.0;18.0;26.0;46.0;20.0;4.0;1.0;9.0;0.0;46.0;90.0;0.0;0.0;2023;enero
PUENTE DE VALLECAS;19.0;19.0;10.0;37.0;6.0;48.0;49.0;86.0;48.0;33.0;6.0;59.0;0.0;53.0;84.0;2.0;8.0;2023;enero
MORATALAZ;1.0;3.0;0.0;2.0;0.0;6.0;16.0;24.0;6.0;0.0;0.0;2.0;0.0;22.0;6.0;1.0;2.0;2023;enero
CIUDAD LINEAL;10.0;7.0;3.0;39.0;1.0;34.0;48.0;59.0;29.0;1.0;0.0;38.0;0.0;24.0;57.0;3.0;0.0;2023;enero
HORTALEZA;3.0;11.0;1.0;31.0;5.0;15.0;26.0;46.0;12.0;0.0;0.0;38.0;1.0;28.0;39.0;2.0;0.0;2023;enero
VILLAVERDE;6.0;6.0;0.0;11.0;1.0;15.0;24.0;34.0;7.0;14.0;1.0;3.0;0.0;91.0;114.0;1.0;31.0;2023;enero
VILLA DE VALLECAS;7.0;22.0;5.0;7.0;0.0;9.0;14.0;33.0;26.0;1.0;2.0;5.0;0.0;57.0;124.0;0.0;0.0;2023;enero
VICÁLVARO;1.0;2.0;1.0;1.0;2.0;5.0;7.0;17.0;11.0;1.0;0.0;15.0;0.0;34.0;53.0;11.0;4.0;2023;enero
SAN BLAS - CANILLEJAS;2.0;17.0;0.0;11.0;3.0;10.0;37.0;50.0;16.0;1.0;5.0;12.0;1.0;31.0;44.0;6.0;25.0;2023;enero
BARAJAS;4.0;11.0;2.0;0.0;0.0;2.0;10.0;19.0;2.0;0.0;0.0;13.0;0.0;31.0;52.0;0.0;39.0;2023;enero
CENTRO;28.0;93.0;10.0;273.0;48.0;116.0;37.0;59.0;8.0;140.0;57.0;1616.0;9.0;355.0;1055.0;27.0;9.0;2023;febrero
ARGANZUELA;0.0;2.0;0.0;13.0;2.0;21.0;40.0;50.0;0.0;4.0;3.0;10.0;0.0;209.0;190.0;0.0;6.0;2023;febrero
RETIRO;4.0;2.0;1.0;7.0;1.0;7.0;32.0;54.0;0.0;9.0;1.0;9.0;0.0;36.0;74.0;0.0;5.0;2023;febrero
SALAMANCA;3.0;36.0;0.0;11.0;0.0;55.0;51.0;38.0;0.0;0.0;0.0;15.0;0.0;238.0;393.0;0.0;0.0;2023;febrero
CHAMARTÍN;3.0;4.0;0.0;58.0;26.0;20.0;41.0;59.0;3.0;29.0;5.0;123.0;0.0;115.0;126.0;1.0;7.0;2023;febrero
TETUÁN;11.0;7.0;1.0;14.0;1.0;31.0;39.0;27.0;1.0;15.0;1.0;1.0;0.0;87.0;266.0;3.0;19.0;2023;febrero
CHAMBERÍ;7.0;13.0;2.0;34.0;2.0;23.0;43.0;33.0;2.0;0.0;1.0;27.0;2.0;119.0;255.0;2.0;10.0;2023;febrero
FUENCARRAL - EL PARDO;5.0;3.0;1.0;20.0;1.0;24.0;34.0;60.0;1.0;1.0;1.0;10.0;0.0;73.0;81.0;1.0;1.0;2023;febrero
MONCLOA - ARAVACA;2.0;8.0;2.0;6.0;1.0;16.0;30.0;56.0;0.0;2.0;1.0;27.0;1.0;37.0;55.0;0.0;0.0;2023;febrero
LATINA;12.0;9.0;5.0;33.0;2.0;51.0;22.0;47.0;4.0;4.0;38.0;87.0;0.0;54.0;89.0;5.0;14.0;2023;febrero
CARABANCHEL;6.0;13.0;1.0;32.0;7.0;42.0;42.0;78.0;1.0;11.0;8.0;235.0;2.0;116.0;204.0;1.0;9.0;2023;febrero
USERA;9.0;7.0;1.0;6.0;3.0;17.0;24.0;41.0;0.0;7.0;42.0;80.0;0.0;76.0;152.0;0.0;0.0;2023;febrero
PUENTE DE VALLECAS;29.0;21.0;6.0;80.0;3.0;74.0;50.0;62.0;0.0;35.0;7.0;45.0;0.0;90.0;186.0;4.0;52.0;2023;febrero
MORATALAZ;4.0;10.0;1.0;4.0;1.0;8.0;18.0;17.0;2.0;0.0;0.0;2.0;0.0;11.0;19.0;0.0;8.0;2023;febrero
CIUDAD LINEAL;8.0;13.0;0.0;49.0;1.0;45.0;42.0;54.0;1.0;0.0;4.0;42.0;1.0;50.0;71.0;1.0;2.0;2023;febrero
HORTALEZA;2.0;7.0;1.0;32.0;4.0;16.0;29.0;35.0;3.0;3.0;4.0;25.0;12.0;36.0;58.0;0.0;2.0;2023;febrero
VILLAVERDE;10.0;10.0;1.0;12.0;3.0;28.0;16.0;35.0;1.0;20.0;5.0;154.0;0.0;59.0;149.0;2.0;14.0;2023;febrero
VILLA DE VALLECAS;4.0;13.0;0.0;6.0;4.0;19.0;20.0;20.0;0.0;3.0;6.0;4.0;3.0;88.0;110.0;0.0;0.0;2023;febrero
VICÁLVARO;0.0;3.0;0.0;0.0;0.0;4.0;15.0;20.0;0.0;0.0;0.0;2.0;0.0;37.0;46.0;6.0;4.0;2023;febrero
SAN BLAS - CANILLEJAS;6.0;12.0;4.0;21.0;0.0;14.0;30.0;42.0;2.0;1.0;15.0;5.0;0.0;34.0;44.0;5.0;42.0;2023;febrero
BARAJAS;0.0;3.0;1.0;2.0;4.0;6.0;7.0;25.0;0.0;0.0;1.0;2.0;0.0;36.0;36.0;0.0;41.0;2023;febrero
CENTRO;33.0;100.0;5.0;328.0;48.0;178.0;54.0;74.0;42.0;159.0;84.0;1323.0;8.0;399.0;1136.0;13.0;10.0;2023;marzo
ARGANZUELA;8.0;7.0;0.0;15.0;2.0;29.0;29.0;48.0;14.0;0.0;2.0;5.0;0.0;230.0;289.0;0.0;17.0;2023;marzo
RETIRO;5.0;3.0;1.0;7.0;5.0;13.0;37.0;50.0;9.0;12.0;6.0;59.0;4.0;180.0;354.0;0.0;3.0;2023;marzo
SALAMANCA;5.0;41.0;2.0;13.0;2.0;64.0;56.0;73.0;10.0;1.0;0.0;14.0;0.0;249.0;434.0;0.0;9.0;2023;marzo
CHAMARTÍN;3.0;6.0;5.0;65.0;18.0;29.0;70.0;64.0;9.0;22.0;5.0;107.0;1.0;238.0;387.0;1.0;6.0;2023;marzo
TETUÁN;7.0;12.0;0.0;18.0;4.0;41.0;35.0;50.0;20.0;14.0;2.0;11.0;0.0;99.0;349.0;8.0;77.0;2023;marzo
CHAMBERÍ;4.0;3.0;2.0;37.0;1.0;15.0;39.0;37.0;7.0;1.0;0.0;27.0;0.0;152.0;305.0;5.0;9.0;2023;marzo
FUENCARRAL - EL PARDO;7.0;2.0;2.0;19.0;4.0;26.0;35.0;73.0;20.0;3.0;1.0;19.0;0.0;114.0;140.0;3.0;59.0;2023;marzo
MONCLOA - ARAVACA;7.0;6.0;1.0;14.0;3.0;23.0;39.0;59.0;10.0;1.0;19.0;84.0;0.0;83.0;161.0;0.0;17.0;2023;marzo
LATINA;6.0;6.0;14.0;37.0;9.0;46.0;41.0;52.0;24.0;8.0;35.0;216.0;1.0;51.0;103.0;3.0;32.0;2023;marzo
CARABANCHEL;11.0;14.0;3.0;49.0;11.0;61.0;66.0;69.0;32.0;24.0;23.0;46.0;0.0;120.0;213.0;1.0;23.0;2023;marzo
USERA;6.0;14.0;3.0;20.0;4.0;33.0;28.0;55.0;11.0;7.0;15.0;171.0;0.0;55.0;141.0;1.0;13.0;2023;marzo
PUENTE DE VALLECAS;20.0;41.0;7.0;54.0;7.0;114.0;52.0;76.0;39.0;17.0;7.0;68.0;0.0;115.0;147.0;7.0;15.0;2023;marzo
MORATALAZ;2.0;11.0;1.0;5.0;1.0;9.0;23.0;41.0;4.0;0.0;1.0;8.0;0.0;26.0;15.0;3.0;19.0;2023;marzo
CIUDAD LINEAL;13.0;29.0;3.0;56.0;0.0;61.0;51.0;52.0;24.0;7.0;11.0;72.0;0.0;57.0;70.0;5.0;9.0;2023;marzo
HORTALEZA;4.0;8.0;4.0;60.0;6.0;22.0;44.0;35.0;10.0;0.0;0.0;40.0;0.0;59.0;109.0;7.0;47.0;2023;marzo
VILLAVERDE;8.0;8.0;1.0;15.0;4.0;28.0;32.0;29.0;17.0;13.0;8.0;334.0;0.0;102.0;129.0;5.0;38.0;2023;marzo
VILLA DE VALLECAS;5.0;18.0;1.0;5.0;1.0;22.0;28.0;28.0;14.0;4.0;3.0;5.0;0.0;69.0;152.0;0.0;4.0;2023;marzo
VICÁLVARO;2.0;2.0;3.0;5.0;1.0;7.0;14.0;11.0;9.0;0.0;0.0;4.0;0.0;35.0;78.0;2.0;6.0;2023;marzo
SAN BLAS - CANILLEJAS;7.0;19.0;0.0;24.0;1.0;44.0;42.0;50.0;16.0;22.0;24.0;5.0;0.0;33.0;38.0;15.0;36.0;2023;marzo
BARAJAS;1.0;9.0;0.0;3.0;0.0;9.0;16.0;23.0;8.0;0.0;1.0;10.0;0.0;53.0;76.0;5.0;48.0;2023;marzo
CENTRO;40.0;122.0;10.0;220.0;36.0;176.0;61.0;63.0;54.0;55.0;48.0;2094.0;7.0;492.0;1165.0;9.0;10.0;2023;abril
ARGANZUELA;4.0;5.0;0.0;8.0;2.0;20.0;41.0;33.0;8.0;2.0;2.0;12.0;0.0;141.0;172.0;0.0;15.0;2023;abril
RETIRO;2.0;8.0;0.0;13.0;0.0;17.0;38.0;34.0;3.0;42.0;19.0;73.0;23.0;260.0;618.0;4.0;12.0;2023;abril
SALAMANCA;2.0;36.0;4.0;23.0;0.0;58.0;45.0;73.0;11.0;4.0;2.0;46.0;4.0;233.0;457.0;0.0;5.0;2023;abril
CHAMARTÍN;4.0;12.0;1.0;68.0;23.0;20.0;50.0;46.0;16.0;19.0;26.0;101.0;0.0;134.0;217.0;0.0;4.0;2023;abril
TETUÁN;6.0;9.0;0.0;15.0;2.0;24.0;30.0;33.0;17.0;6.0;7.0;7.0;0.0;93.0;293.0;3.0;37.0;2023;abril
CHAMBERÍ;5.0;5.0;1.0;85.0;3.0;24.0;32.0;38.0;20.0;0.0;1.0;16.0;2.0;96.0;180.0;5.0;9.0;2023;abril
FUENCARRAL - EL PARDO;7.0;7.0;2.0;21.0;1.0;17.0;47.0;59.0;14.0;4.0;3.0;14.0;0.0;42.0;45.0;4.0;43.0;2023;abril
MONCLOA - ARAVACA;5.0;7.0;0.0;5.0;0.0;24.0;49.0;46.0;18.0;0.0;11.0;102.0;1.0;44.0;85.0;1.0;21.0;2023;abril
LATINA;16.0;14.0;3.0;29.0;9.0;73.0;49.0;52.0;34.0;4.0;84.0;281.0;0.0;64.0;126.0;0.0;1.0;2023;abril
CARABANCHEL;19.0;21.0;3.0;32.0;7.0;41.0;43.0;62.0;26.0;4.0;24.0;282.0;0.0;131.0;257.0;0.0;18.0;2023;abril
USERA;6.0;11.0;5.0;16.0;3.0;31.0;32.0;43.0;16.0;2.0;40.0;264.0;0.0;42.0;89.0;2.0;20.0;2023;abril
PUENTE DE VALLECAS;25.0;47.0;10.0;49.0;2.0;89.0;58.0;66.0;42.0;19.0;15.0;40.0;0.0;124.0;146.0;6.0;23.0;2023;abril
MORATALAZ;7.0;3.0;1.0;3.0;0.0;6.0;26.0;20.0;5.0;0.0;0.0;15.0;0.0;31.0;37.0;7.0;55.0;2023;abril
CIUDAD LINEAL;16.0;17.0;0.0;24.0;0.0;41.0;49.0;57.0;23.0;2.0;3.0;112.0;0.0;58.0;57.0;1.0;1.0;2023;abril
HORTALEZA;1.0;6.0;0.0;50.0;4.0;18.0;21.0;29.0;12.0;3.0;0.0;66.0;1.0;42.0;74.0;7.0;55.0;2023;abril
VILLAVERDE;8.0;8.0;1.0;16.0;5.0;21.0;29.0;36.0;14.0;20.0;29.0;580.0;0.0;103.0;124.0;4.0;17.0;2023;abril
VILLA DE VALLECAS;3.0;13.0;1.0;6.0;3.0;13.0;26.0;48.0;15.0;1.0;4.0;21.0;0.0;52.0;102.0;0.0;0.0;2023;abril
VICÁLVARO;6.0;10.0;3.0;2.0;0.0;6.0;10.0;15.0;4.0;0.0;0.0;2.0;0.0;35.0;57.0;11.0;5.0;2023;abril
SAN BLAS - CANILLEJAS;3.0;9.0;5.0;12.0;2.0;29.0;37.0;51.0;12.0;0.0;13.0;8.0;1.0;46.0;85.0;7.0;31.0;2023;abril
BARAJAS;4.0;3.0;1.0;7.0;1.0;9.0;5.0;15.0;5.0;0.0;1.0;25.0;0.0;26.0;38.0;1.0;27.0;2023;abril
CENTRO;47.0;125.0;7.0;204.0;44.0;188.0;47.0;65.0;44.0;192.0;153.0;1238.0;0.0;517.0;1201.0;20.0;11.0;2023;mayo
ARGANZUELA;2.0;6.0;0.0;9.0;5.0;16.0;45.0;47.0;19.0;2.0;5.0;7.0;2.0;65.0;137.0;2.0;16.0;2023;mayo
RETIRO;3.0;7.0;1.0;25.0;4.0;16.0;33.0;40.0;11.0;39.0;30.0;168.0;5.0;127.0;255.0;11.0;8.0;2023;mayo
SALAMANCA;7.0;25.0;1.0;21.0;1.0;45.0;65.0;70.0;19.0;3.0;4.0;7.0;0.0;182.0;394.0;0.0;0.0;2023;mayo
CHAMARTÍN;6.0;14.0;1.0;53.0;26.0;23.0;58.0;53.0;23.0;8.0;21.0;115.0;3.0;149.0;257.0;0.0;4.0;2023;mayo
TETUÁN;13.0;5.0;2.0;8.0;1.0;20.0;31.0;40.0;25.0;9.0;7.0;27.0;0.0;73.0;192.0;16.0;32.0;2023;mayo
CHAMBERÍ;1.0;5.0;1.0;42.0;9.0;22.0;44.0;35.0;29.0;1.0;5.0;15.0;0.0;113.0;311.0;7.0;11.0;2023;mayo
FUENCARRAL - EL PARDO;1.0;5.0;1.0;37.0;4.0;12.0;49.0;54.0;62.0;1.0;4.0;33.0;0.0;63.0;126.0;2.0;67.0;2023;mayo
MONCLOA - ARAVACA;4.0;6.0;2.0;7.0;5.0;22.0;32.0;61.0;17.0;1.0;5.0;68.0;1.0;28.0;75.0;3.0;18.0;2023;mayo
LATINA;20.0;13.0;7.0;82.0;14.0;44.0;32.0;41.0;40.0;17.0;88.0;135.0;2.0;60.0;97.0;0.0;1.0;2023;mayo
CARABANCHEL;9.0;16.0;14.0;91.0;17.0;26.0;52.0;64.0;46.0;16.0;111.0;601.0;2.0;62.0;173.0;3.0;15.0;2023;mayo
USERA;4.0;4.0;1.0;3.0;1.0;28.0;30.0;53.0;27.0;9.0;21.0;113.0;1.0;41.0;84.0;12.0;29.0;2023;mayo
PUENTE DE VALLECAS;21.0;38.0;7.0;75.0;5.0;76.0;64.0;83.0;66.0;8.0;13.0;125.0;0.0;117.0;184.0;5.0;26.0;2023;mayo
MORATALAZ;4.0;2.0;0.0;0.0;0.0;4.0;15.0;28.0;9.0;0.0;0.0;2.0;0.0;16.0;26.0;4.0;12.0;2023;mayo
CIUDAD LINEAL;13.0;13.0;2.0;20.0;1.0;38.0;55.0;65.0;26.0;3.0;7.0;65.0;0.0;88.0;110.0;5.0;2.0;2023;mayo
HORTALEZA;3.0;8.0;2.0;48.0;5.0;11.0;33.0;48.0;20.0;0.0;0.0;40.0;0.0;35.0;29.0;3.0;53.0;2023;mayo
VILLAVERDE;6.0;8.0;4.0;18.0;2.0;25.0;33.0;48.0;10.0;18.0;10.0;454.0;0.0;27.0;45.0;16.0;13.0;2023;mayo
VILLA DE VALLECAS;8.0;14.0;3.0;6.0;4.0;20.0;29.0;30.0;24.0;4.0;2.0;22.0;0.0;77.0;180.0;0.0;1.0;2023;mayo
VICÁLVARO;4.0;3.0;1.0;1.0;0.0;4.0;17.0;21.0;8.0;0.0;0.0;10.0;0.0;45.0;56.0;9.0;20.0;2023;mayo
SAN BLAS - CANILLEJAS;13.0;20.0;1.0;83.0;11.0;21.0;44.0;41.0;18.0;3.0;3.0;31.0;8.0;138.0;219.0;18.0;47.0;2023;mayo
BARAJAS;3.0;5.0;2.0;8.0;0.0;4.0;14.0;17.0;7.0;0.0;0.0;5.0;0.0;38.0;52.0;2.0;34.0;2023;mayo
CENTRO;31.0;135.0;12.0;153.0;41.0;173.0;40.0;60.0;52.0;117.0;104.0;1928.0;13.0;402.0;994.0;12.0;5.0;2023;junio
ARGANZUELA;2.0;7.0;3.0;2.0;1.0;15.0;31.0;42.0;42.0;0.0;5.0;12.0;0.0;71.0;113.0;1.0;12.0;2023;junio
RETIRO;3.0;9.0;2.0;13.0;7.0;13.0;42.0;47.0;14.0;6.0;8.0;14.0;1.0;71.0;216.0;1.0;12.0;2023;junio
SALAMANCA;9.0;37.0;0.0;12.0;3.0;48.0;65.0;48.0;13.0;0.0;6.0;5.0;1.0;194.0;335.0;0.0;4.0;2023;junio
CHAMARTÍN;5.0;4.0;0.0;35.0;5.0;31.0;52.0;60.0;18.0;1.0;6.0;131.0;0.0;64.0;136.0;1.0;0.0;2023;junio
TETUÁN;5.0;7.0;0.0;11.0;1.0;23.0;39.0;31.0;30.0;1.0;6.0;13.0;1.0;63.0;202.0;7.0;20.0;2023;junio
CHAMBERÍ;2.0;4.0;4.0;25.0;1.0;15.0;43.0;38.0;13.0;1.0;3.0;18.0;1.0;102.0;228.0;3.0;2.0;2023;junio
